Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0.69,0.310501,0.945618,0.715061,0.007937,1.624709,0.14341,-0.202616,2.834757,0.212745,-0.310252,0.122708,0.711369,-0.304506,2.172148,0.184501,0.440032,1.646971,1.02297,-0.208596,0.898296,0.411695,0.242897,2.862205,0.925865,0.189215,2.211195,1.045022,0.307304,1.881582,0.85819,-0.209347,1.870666,0.33676
0.7,0.310644,0.945524,0.715049,-0.001383,1.621534,0.142777,-0.203506,2.834685,0.214458,-0.310068,0.122722,0.711653,-0.307691,2.172746,0.187354,0.435586,1.645392,1.027983,-0.206372,0.897627,0.412241,0.24345,2.861368,0.926894,0.185772,2.209874,1.044333,0.303414,1.881383,0.863583,-0.210461,1.871502,0.33539
0.71,0.310806,0.945559,0.714911,-0.011447,1.618584,0.141864,-0.203657,2.834982,0.215283,-0.310079,0.122771,0.711686,-0.311626,2.173521,0.190554,0.432195,1.644885,1.033359,-0.208966,0.898488,0.411555,0.243618,2.860551,0.927886,0.183815,2.209327,1.04495,0.298698,1.877784,0.868711,-0.210457,1.871799,0.335754
0.72,0.310888,0.945523,0.714844,-0.021394,1.616002,0.139841,-0.203783,2.835164,0.215961,-0.310001,0.12274,0.71166,-0.315461,2.173591,0.193589,0.428863,1.644598,1.038443,-0.206444,0.897666,0.412267,0.245251,2.860416,0.927742,0.181499,2.208397,1.045072,0.299181,1.877808,0.868487,-0.213471,1.873858,0.332095
0.73,0.311046,0.945536,0.71474,-0.03101,1.613897,0.137132,-0.204079,2.83542,0.216942,-0.309947,0.122959,0.711862,-0.319313,2.174324,0.196696,0.426178,1.645,1.043245,-0.209003,0.898408,0.411647,0.244679,2.859448,0.929898,0.17939,2.207671,1.045245,0.299607,1.877733,0.868392,-0.213702,1.873811,0.332434
0.74,0.311109,0.945388,0.714642,-0.040647,1.612146,0.133541,-0.204168,2.835688,0.217578,-0.310019,0.122762,0.711711,-0.322731,2.17485,0.199528,0.423313,1.644359,1.048137,-0.206889,0.897729,0.412223,0.245302,2.858975,0.930865,0.17742,2.207138,1.045517,0.3002,1.877678,0.868034,-0.214036,1.874185,0.332478
0.75,0.311291,0.945331,0.714477,-0.049939,1.611067,0.130197,-0.204197,2.836069,0.218249,-0.309966,0.123,0.711878,-0.326571,2.175594,0.203127,0.420149,1.644102,1.051963,-0.209011,0.898346,0.411809,0.24652,2.858858,0.930894,0.175904,2.206658,1.046051,0.300691,1.877654,0.867894,-0.217356,1.877073,0.327436
0.76,0.311411,0.945287,0.714258,-0.058645,1.610368,0.126846,-0.204437,2.836322,0.218856,-0.310036,0.122778,0.71173,-0.330251,2.17551,0.206483,0.417199,1.643476,1.055545,-0.206955,0.897691,0.41244,0.246058,2.858024,0.932763,0.174572,2.2062,1.046687,0.301072,1.877618,0.867694,-0.214159,1.872417,0.334538
0.77,0.311659,0.945326,0.713961,-0.066287,1.610417,0.123851,-0.204628,2.836627,0.21958,-0.309925,0.122975,0.711886,-0.333971,2.176747,0.209691,0.41449,1.643056,1.059264,-0.209014,0.898252,0.412066,0.247426,2.857929,0.933565,0.173394,2.205781,1.047516,0.301399,1.877616,0.86777,-0.222066,1.876242,0.325315
0.78,0.31203,0.945554,0.713605,-0.073043,1.610649,0.121378,-0.204812,2.836867,0.220092,-0.309969,0.123009,0.711914,-0.336667,2.177149,0.211977,0.412218,1.642897,1.062585,-0.207139,0.897852,0.412487,0.247743,2.857509,0.934242,0.171923,2.205354,1.047876,0.301896,1.877712,0.867575,-0.215036,1.873722,0.335891
0.79,0.312276,0.945566,0.713375,-0.07921,1.610892,0.118668,-0.204713,2.837058,0.220453,-0.309984,0.123034,0.71193,-0.339521,2.177719,0.214133,0.409609,1.64232,1.065977,-0.208981,0.898157,0.412535,0.247686,2.856896,0.934886,0.170731,2.205109,1.048452,0.302242,1.877637,0.867557,-0.215877,1.873776,0.33642
0.8,0.312584,0.945563,0.713101,-0.08485,1.610911,0.116244,-0.203792,2.837587,0.219679,-0.309914,0.123083,0.711969,-0.342911,2.17861,0.216563,0.407829,1.642189,1.069201,-0.207459,0.898601,0.412548,0.247776,2.856287,0.935475,0.169415,2.204798,1.049178,0.302782,1.877699,0.867342,-0.216925,1.873816,0.337021
0.81,0.312879,0.945452,0.712866,-0.08936,1.611024,0.114284,-0.205148,2.837229,0.221755,-0.309967,0.123011,0.712033,-0.345164,2.178694,0.217719,0.405069,1.640983,1.071794,-0.209507,0.899053,0.412577,0.248028,2.855735,0.936055,0.168391,2.204703,1.050027,0.302821,1.877349,0.86794,-0.217729,1.873559,0.337545
0.82,0.313103,0.945304,0.712771,-0.094077,1.611244,0.112166,-0.205629,2.837113,0.222558,-0.308908,0.121029,0.713052,-0.347868,2.179215,0.219092,0.403332,1.64084,1.074362,-0.20734,0.898344,0.413279,0.249826,2.855684,0.936691,0.167563,2.204546,1.050917,0.303205,1.877303,0.86801,-0.218371,1.8731,0.338043
0.83,0.313372,0.945297,0.712537,-0.098481,1.610941,0.11045,-0.205849,2.837144,0.223141,-0.3089,0.121025,0.713046,-0.349938,2.179866,0.22029,0.401153,1.639797,1.076921,-0.2092,0.898577,0.413511,0.2488,2.85466,0.937292,0.166691,2.204299,1.051436,0.303254,1.877058,0.868477,-0.219004,1.873132,0.338779
0.84,0.313537,0.945209,0.712453,-0.102311,1.611135,0.108693,-0.207497,2.837153,0.22541,-0.308882,0.121067,0.713064,-0.351478,2.180411,0.220932,0.399219,1.638784,1.079167,-0.207462,0.898527,0.413502,0.249502,2.854217,0.937849,0.165569,2.203803,1.051644,0.316937,1.877634,0.854145,-0.229097,1.881577,0.343126
0.85,0.31381,0.945243,0.712165,-0.10591,1.611107,0.107222,-0.207856,2.837197,0.226313,-0.308983,0.121123,0.71314,-0.352795,2.180741,0.221021,0.397841,1.63847,1.081197,-0.206391,0.897379,0.416034,0.249972,2.853769,0.938341,0.164872,2.203657,1.052075,0.31558,1.87795,0.855701,-0.22972,1.882026,0.343939
0.86,0.314012,0.945257,0.711976,-0.110097,1.610389,0.105491,-0.208027,2.837221,0.227053,-0.308987,0.121102,0.713129,-0.354481,2.181043,0.22089,0.39636,1.638168,1.083191,-0.207837,0.898589,0.414255,0.250597,2.853289,0.938979,0.164386,2.203543,1.052623,0.315388,1.87823,0.856418,-0.230327,1.882495,0.344753
0.87,0.314122,0.945083,0.711926,-0.113362,1.610023,0.103917,-0.207827,2.837397,0.227718,-0.309013,0.121145,0.713165,-0.355966,2.181467,0.220848,0.395525,1.638095,1.08534,-0.206729,0.897429,0.416966,0.250903,2.852834,0.939467,0.163593,2.202925,1.053159,0.314765,1.878737,0.857732,-0.230785,1.882877,0.345386
0.88,0.314322,0.945115,0.711581,-0.116369,1.609872,0.102502,-0.207807,2.83743,0.228448,-0.308732,0.120972,0.713434,-0.356853,2.181984,0.220276,0.39433,1.637336,1.087156,-0.213223,0.900703,0.41606,0.250938,2.852254,0.940046,0.162909,2.20218,1.053463,0.314703,1.879013,0.858632,-0.229957,1.882264,0.345654
0.89,0.314561,0.945069,0.711376,-0.119171,1.609655,0.101013,-0.207672,2.837504,0.229073,-0.309192,0.121169,0.713252,-0.357512,2.182392,0.21981,0.393353,1.63695,1.089283,-0.210228,0.900619,0.414839,0.251006,2.851739,0.940631,0.162194,2.20146,1.053545,0.314613,1.879036,0.859253,-0.230558,1.882255,0.346288
0.9,0.314688,0.94513,0.711113,-0.121687,1.609308,0.099814,-0.20748,2.837493,0.229849,-0.30903,0.121136,0.713167,-0.35832,2.182796,0.219359,0.392233,1.636869,1.090974,-0.208272,0.899021,0.415948,0.251516,2.851432,0.941224,0.161739,2.200887,1.053718,0.314218,1.879026,0.859798,-0.231218,1.882788,0.347188
0.91,0.316545,0.945891,0.708339,-0.124299,1.608817,0.098301,-0.207385,2.837511,0.230618,-0.309183,0.12114,0.713231,-0.358951,2.183326,0.218932,0.391497,1.636813,1.092781,-0.211244,0.900235,0.416664,0.252013,2.851213,0.941739,0.161388,2.200284,1.053775,-0.190074,1.891986,0.315573,-0.231905,1.883342,0.348124
0.92,0.316769,0.945859,0.708052,-0.125744,1.608841,0.096912,-0.207285,2.837413,0.231356,-0.308888,0.121042,0.71354,-0.359391,2.18358,0.218595,0.390786,1.636941,1.094161,-0.208929,0.89938,0.417126,0.252503,2.850953,0.942317,0.161312,2.200016,1.053867,-0.190318,1.892302,0.315451,-0.231665,1.882885,0.348683
0.93,0.31706,0.945942,0.707768,-0.127359,1.608875,0.09539,-0.207157,2.837354,0.232106,-0.308953,0.120803,0.713866,-0.359577,2.183548,0.218323,0.390154,1.636737,1.095613,-0.21036,0.899566,0.417453,0.252451,2.850556,0.942877,0.161084,2.199579,1.053756,-0.19284,1.891142,0.318528,-0.232453,1.883424,0.349693
0.94,0.317147,0.945881,0.707664,-0.128293,1.608641,0.094303,-0.207077,2.837248,0.232851,-0.308939,0.12105,0.713566,-0.359687,2.183734,0.218156,0.38956,1.636682,1.096958,-0.209126,0.899683,0.417827,0.252527,2.850219,0.943487,0.16101,2.199331,1.053627,-0.196257,1.889153,0.322796,-0.23236,1.88308,0.350255
0.95,0.317171,0.9458,0.707601,-0.129101,1.608585,0.093074,-0.206805,2.837262,0.233363,-0.308972,0.121084,0.713599,-0.359816,2.183909,0.217869,0.390538,1.637753,1.099681,-0.211579,0.901136,0.417167,0.25231,2.84984,0.944128,0.161361,2.199167,1.053944,-0.20049,1.886755,0.327965,-0.232976,1.88352,0.351056
0.96,0.31721,0.945847,0.707444,-0.129779,1.608618,0.091683,-0.206512,2.837218,0.233729,-0.308905,0.121114,0.713591,-0.359744,2.183939,0.217666,0.39148,1.638717,1.10157,-0.209788,0.900173,0.418495,0.252551,2.849725,0.944777,0.161524,2.198819,1.054126,-0.203253,1.88541,0.33147,-0.232976,1.88352,0.351056
0.97,0.315652,0.945196,0.708205,-0.130152,1.608768,0.090434,-0.206222,2.837193,0.234107,-0.308931,0.121113,0.713601,-0.359533,2.183933,0.217547,0.392556,1.639319,1.103362,-0.211547,0.901011,0.418045,0.252177,2.849424,0.945303,0.161987,2.198656,1.054499,-0.205361,1.884449,0.334164,-0.232976,1.88352,0.351056
0.98,0.315758,0.945279,0.708056,-0.130243,1.608831,0.089201,-0.206033,2.837011,0.234612,-0.308958,0.120889,0.713921,-0.359281,2.183688,0.217714,0.395115,1.641257,1.105721,-0.209846,0.900368,0.418872,0.252084,2.849235,0.945771,0.162963,2.198647,1.055272,-0.206669,1.883904,0.336045,-0.232976,1.88352,0.351056
0.99,0.315947,0.94551,0.70904,-0.130092,1.608801,0.088166,-0.205886,2.836812,0.23516,-0.308979,0.120861,0.713912,-0.358929,2.183532,0.217662,0.396755,1.642188,1.106849,-0.211965,0.901422,0.41836,0.252059,2.849069,0.946199,0.164577,2.199027,1.056719,-0.206574,1.884121,0.336363,-0.232976,1.88352,0.351056
1,0.316019,0.945476,0.708957,-0.129547,1.608866,0.087046,-0.205696,2.836634,0.235582,-0.30898,0.120908,0.713942,-0.358487,2.183345,0.217652,0.398671,1.64292,1.107937,-0.209949,0.900267,0.419546,0.252041,2.848858,0.946548,0.165645,2.199035,1.05762,-0.206646,1.884166,0.336888,-0.232976,1.88352,0.351056
1.01,0.316154,0.945636,0.708831,-0.128734,1.608878,0.086167,-0.205689,2.836389,0.236148,-0.308895,0.121022,0.713977,-0.357758,2.182896,0.217677,0.401722,1.644346,1.109509,-0.210453,0.900671,0.419217,0.251743,2.848623,0.946779,0.166709,2.198827,1.058544,-0.204813,1.885589,0.335076,-0.232976,1.88352,0.351056
1.02,0.316043,0.945596,0.709011,-0.127604,1.609023,0.085391,-0.205028,2.83642,0.236059,-0.308731,0.121321,0.714094,-0.357149,2.18247,0.217917,0.404014,1.644675,1.11025,-0.209901,0.900249,0.419427,0.252331,2.848783,0.946549,0.167736,2.198636,1.059514,0.316895,1.879373,0.863198,-0.222375,1.874401,0.351261
1.03,0.316196,0.945872,0.70897,-0.126393,1.609023,0.084666,-0.205065,2.83623,0.236642,-0.308814,0.121411,0.714183,-0.356102,2.182084,0.217825,0.407213,1.645847,1.111233,-0.211092,0.900787,0.418702,0.251924,2.84841,0.947248,0.169322,2.198575,1.06113,0.317049,1.879365,0.862993,-0.221319,1.874505,0.353248
1.04,0.316297,0.946044,0.708985,-0.124661,1.609308,0.083984,-0.204993,2.835981,0.237023,-0.308794,0.121068,0.713965,-0.355323,2.181716,0.21826,0.410782,1.646498,1.112153,-0.20914,0.900168,0.419205,0.251866,2.848276,0.947414,0.171137,2.199147,1.062625,-0.197971,1.890475,0.328562,-0.221319,1.874505,0.353248
1.05,0.316306,0.946076,0.709223,-0.122443,1.609586,0.083547,-0.205128,2.83566,0.237764,-0.308653,0.121339,0.714074,-0.354799,2.181404,0.218467,0.415795,1.648119,1.112928,-0.210482,0.900462,0.418231,0.252047,2.84816,0.947578,0.172174,2.199123,1.063398,0.317239,1.879232,0.862808,-0.227332,1.877703,0.35273
1.06,0.316515,0.946235,0.709271,-0.120054,1.609871,0.083492,-0.205409,2.835261,0.238479,-0.308615,0.121727,0.71385,-0.353385,2.180798,0.218728,0.420191,1.648459,1.112662,-0.208523,0.900211,0.418304,0.252181,2.848049,0.947805,0.173404,2.199214,1.064328,0.317528,1.879153,0.863063,-0.221215,1.875098,0.354471
1.07,0.31647,0.946228,0.709505,-0.117291,1.610084,0.083368,-0.205463,2.835006,0.239033,-0.308503,0.121708,0.713793,-0.352674,2.180321,0.219265,0.426507,1.65049,1.112974,-0.210293,0.900907,0.417308,0.252357,2.848015,0.948034,0.17463,2.199297,1.065418,0.317691,1.879029,0.86291,-0.22091,1.875309,0.354627
1.08,0.316561,0.946479,0.709644,-0.114509,1.610206,0.083333,-0.20563,2.834696,0.239538,-0.308429,0.121678,0.713745,-0.351303,2.179776,0.219272,0.432191,1.65182,1.111967,-0.207742,0.899885,0.417534,0.252868,2.848211,0.948294,0.176796,2.200138,1.067199,0.317972,1.878845,0.862628,-0.220548,1.875722,0.354802
1.09,0.316456,0.946574,0.710008,-0.111748,1.610479,0.08337,-0.205517,2.834569,0.239701,-0.308335,0.121691,0.713715,-0.35011,2.179105,0.219821,0.438476,1.653431,1.110708,-0.208761,0.899584,0.417401,0.251906,2.847963,0.948454,0.178098,2.199886,1.06835,0.318143,1.879081,0.862266,-0.220022,1.875966,0.355173
1.1,0.316461,0.946756,0.710207,-0.107885,1.611421,0.083758,-0.205483,2.834449,0.239892,-0.308222,0.121631,0.713632,-0.348586,2.178279,0.219973,0.444558,1.654723,1.108755,-0.211771,0.901287,0.417623,0.252708,2.848325,0.948669,0.17963,2.199594,1.069959,0.318457,1.879063,0.862706,-0.219481,1.876022,0.355648
1.11,0.316334,0.946788,0.710535,-0.10449,1.611667,0.08456,-0.20567,2.834199,0.240384,-0.308165,0.121619,0.713602,-0.34755,2.17777,0.219902,0.449804,1.655609,1.105883,-0.205282,0.898546,0.418155,0.252509,2.848336,0.948798,0.182086,2.200453,1.072048,0.256809,0.083156,0.763538,-0.218735,1.875962,0.356083
1.12,0.31629,0.946791,0.710805,-0.100801,1.611934,0.085096,-0.205943,2.833896,0.240887,-0.308076,0.121596,0.713552,-0.346185,2.176956,0.220296,0.45496,1.656324,1.102592,-0.205751,0.899601,0.416424,0.251277,2.847903,0.948891,0.183847,2.200658,1.073521,0.319331,1.878602,0.861364,-0.217604,1.875811,0.356556
1.13,0.316232,0.946803,0.711174,-0.096402,1.612316,0.085986,-0.206099,2.833601,0.241321,-0.308015,0.121642,0.713555,-0.34469,2.176245,0.220512,0.459891,1.656821,1.099113,-0.205327,0.899335,0.416765,0.251269,2.847971,0.949025,0.185191,2.200574,1.07447,0.31904,1.879167,0.862044,-0.216505,1.875466,0.356886
1.14,0.316182,0.946909,0.711475,-0.092246,1.612626,0.086998,-0.206338,2.833311,0.241747,-0.307851,0.121861,0.713503,-0.343497,2.175535,0.220862,0.464143,1.657226,1.095803,-0.205185,0.899287,0.416865,0.250814,2.847879,0.949182,0.186818,2.200797,1.075812,0.306236,1.876452,0.877233,-0.226011,1.878306,0.353567
1.15,0.317698,0.947519,0.709161,-0.088075,1.612882,0.088453,-0.206394,2.833127,0.242044,-0.307853,0.121848,0.713495,-0.342409,2.175155,0.221427,0.46759,1.657304,1.092456,-0.204944,0.89953,0.416714,0.250608,2.847951,0.949382,0.188812,2.201165,1.077609,0.30887,1.878499,0.87417,-0.218491,1.875029,0.35492
1.16,0.31774,0.947553,0.709618,-0.08331,1.613724,0.089884,-0.206396,2.832968,0.242249,-0.3074,0.12194,0.713368,-0.340306,2.175032,0.221832,0.470438,1.656911,1.088983,-0.204726,0.899495,0.416926,0.251073,2.848205,0.949545,0.189533,2.200907,1.078074,0.25608,0.082106,0.763745,-0.217459,1.87565,0.354996
1.17,0.316542,0.946701,0.710911,-0.078697,1.614235,0.091458,-0.204308,2.83342,0.240005,-0.307884,0.121827,0.713496,-0.33839,2.174153,0.221612,0.472829,1.656459,1.086163,-0.204417,0.899335,0.417236,0.250888,2.848171,0.949775,0.190338,2.200673,1.078483,0.257594,0.086184,0.7622,-0.216498,1.875292,0.355484
1.18,0.317442,0.94724,0.710528,-0.074364,1.614255,0.093023,-0.204248,2.833168,0.240203,-0.307357,0.121859,0.713302,-0.336863,2.173598,0.22203,0.474453,1.655631,1.082992,-0.203994,0.899342,0.416939,0.250569,2.848058,0.950012,0.190922,2.200198,1.078542,-0.230245,1.882658,0.357469,-0.212909,1.87352,0.36024
1.19,0.317441,0.947156,0.710777,-0.069439,1.614792,0.094973,-0.204174,2.833021,0.240394,-0.307364,0.121916,0.71334,-0.334951,2.172818,0.221973,0.475702,1.655,1.080369,-0.203818,0.899289,0.417034,0.250341,2.848007,0.950354,0.191261,2.200011,1.078623,-0.230091,1.882622,0.357318,-0.2119,1.872742,0.361251
1.2,0.317411,0.947096,0.711043,-0.064778,1.61511,0.097121,-0.204141,2.832865,0.240566,-0.307337,0.121901,0.713319,-0.333464,2.172401,0.222433,0.476494,1.654138,1.078148,-0.203425,0.899091,0.417297,0.249277,2.847672,0.950766,0.191156,2.199609,1.078258,-0.229917,1.882599,0.357157,-0.212584,1.873443,0.35956
1.21,0.317314,0.947085,0.711237,-0.060258,1.61547,0.099263,-0.203714,2.832679,0.240444,-0.307274,0.121887,0.713286,-0.331757,2.171931,0.222623,0.47646,1.653048,1.07569,-0.20335,0.899156,0.41721,0.248869,2.847674,0.951303,0.191037,2.1994,1.077854,0.25768,0.085912,0.762181,-0.213217,1.874014,0.358069
1.22,0.317165,0.947252,0.711589,-0.055086,1.616357,0.101533,-0.204496,2.832122,0.241772,-0.307289,0.121842,0.713264,-0.330077,2.171408,0.223381,0.476439,1.652109,1.073561,-0.203334,0.89928,0.416931,0.248331,2.847712,0.951848,0.190847,2.19919,1.077363,0.257588,0.085832,0.762215,-0.213811,1.874584,0.356636
1.23,0.3172,0.947346,0.711748,-0.0505,1.616544,0.103914,-0.203986,2.832016,0.241591,-0.307277,0.12186,0.71327,-0.328233,2.17079,0.22361,0.476536,1.651373,1.071925,-0.203921,0.899465,0.416154,0.247273,2.847566,0.952474,0.190386,2.198814,1.076674,0.257717,0.085958,0.76229,-0.21547,1.875662,0.353516
1.24,0.316767,0.94764,0.711781,-0.045803,1.61677,0.10634,-0.203591,2.831932,0.241668,-0.307726,0.121752,0.713385,-0.326652,2.170343,0.22405,0.476344,1.65112,1.069953,-0.203665,0.899587,0.416125,0.246491,2.847457,0.95319,0.189536,2.198262,1.075414,0.257624,0.086058,0.762326,-0.215599,1.875884,0.352888
1.25,0.316723,0.947625,0.712017,-0.041048,1.617393,0.10881,-0.203163,2.831632,0.241569,-0.307285,0.121806,0.71324,-0.324496,2.169641,0.224241,0.476709,1.651002,1.069053,-0.204261,0.899933,0.415094,0.245878,2.847458,0.953806,0.188634,2.19767,1.074282,0.257627,0.085974,0.762348,-0.215668,1.876095,0.352396
1.26,0.316655,0.947613,0.712257,-0.036812,1.617442,0.11107,-0.202837,2.831482,0.24164,-0.307233,0.121814,0.713224,-0.322446,2.168941,0.224178,0.476493,1.650617,1.067196,-0.203949,0.89977,0.415409,0.245454,2.847604,0.954491,0.187946,2.197282,1.073298,0.257618,0.08608,0.762298,-0.215316,1.876059,0.352172
1.27,0.315114,0.946635,0.71513,-0.032095,1.618064,0.113925,-0.202435,2.831392,0.241596,-0.307186,0.121741,0.71316,-0.32066,2.168759,0.224627,0.475886,1.650042,1.065353,-0.204015,0.90004,0.414441,0.244369,2.847537,0.955107,0.187293,2.197186,1.072314,0.257645,0.086223,0.762366,-0.215392,1.876222,0.351771
1.28,0.314998,0.946809,0.715207,-0.027657,1.618609,0.116521,-0.200826,2.831683,0.240163,-0.307223,0.121757,0.713186,-0.318594,2.16872,0.224661,0.475644,1.649847,1.063591,-0.203385,0.899796,0.415017,0.243216,2.847448,0.955873,0.186893,2.197084,1.071846,0.257618,0.086228,0.762354,-0.215477,1.876368,0.351354
1.29,0.314915,0.946861,0.715366,-0.023776,1.618596,0.119012,-0.200395,2.831333,0.239992,-0.307202,0.121733,0.713162,-0.31675,2.168468,0.22512,0.475385,1.64971,1.06174,-0.202932,0.899136,0.415328,0.242109,2.847399,0.956624,0.186144,2.196904,1.071029,0.303267,1.876293,0.882159,-0.215079,1.875882,0.351704
1.3,0.314567,0.946698,0.715624,-0.019367,1.618983,0.121831,-0.199597,2.831259,0.239647,-0.307277,0.121748,0.713201,-0.314144,2.167863,0.224795,0.475227,1.649222,1.060039,-0.202561,0.899038,0.415667,0.240714,2.847153,0.957421,0.1852,2.196459,1.070256,0.30314,1.876287,0.882313,-0.215121,1.875931,0.351533
1.31,0.31453,0.946679,0.715675,-0.01513,1.619504,0.124575,-0.199161,2.830984,0.239456,-0.307226,0.121778,0.713199,-0.312062,2.16725,0.224851,0.475494,1.649348,1.058528,-0.204458,0.900384,0.413575,0.24004,2.847111,0.958322,0.183928,2.19557,1.069306,0.256033,0.082303,0.763995,-0.215146,1.875934,0.351475
1.32,0.314495,0.946675,0.715704,-0.011357,1.619338,0.12727,-0.198819,2.830888,0.239367,-0.307248,0.121738,0.713183,-0.310134,2.167038,0.22512,0.475761,1.6495,1.057214,-0.203347,0.899748,0.415131,0.238625,2.846814,0.959157,0.183081,2.194967,1.06883,0.257515,0.086188,0.762362,-0.215136,1.875955,0.351445
1.33,0.314352,0.946557,0.715955,-0.007217,1.61976,0.129979,-0.198001,2.830911,0.238917,-0.307224,0.121726,0.713167,-0.308146,2.166848,0.225116,0.476197,1.649786,1.056054,-0.205225,0.900382,0.413716,0.237079,2.846474,0.959955,0.18236,2.194629,1.068537,0.257609,0.086314,0.762357,-0.215104,1.875936,0.351526
1.34,0.314351,0.946645,0.715931,-0.00364,1.619911,0.13258,-0.197408,2.830948,0.238554,-0.307263,0.12172,0.713179,-0.306063,2.166533,0.224978,0.476091,1.649911,1.054384,-0.203395,0.899622,0.416017,0.236288,2.846437,0.960722,0.181348,2.194155,1.068105,0.257531,0.086199,0.762365,-0.215071,1.875908,0.351627
1.35,0.314314,0.946681,0.716029,0.000089,1.620131,0.135254,-0.195776,2.831642,0.2377,-0.307706,0.121616,0.713294,-0.303915,2.16684,0.224738,0.476258,1.649877,1.053654,-0.204431,0.900037,0.414905,0.234889,2.846157,0.961454,0.180125,2.193664,1.067586,0.257682,0.086311,0.762405,-0.214999,1.875824,0.351923
1.36,0.314228,0.94651,0.71612,0.00308,1.620169,0.137779,-0.195909,2.831103,0.238407,-0.307766,0.121667,0.71335,-0.301471,2.166537,0.224169,0.476142,1.649669,1.052644,-0.203692,0.89962,0.416055,0.233627,2.845904,0.961725,0.178705,2.193005,1.067028,0.257681,0.086236,0.762398,-0.214979,1.875787,0.352008
1.37,0.314345,0.946446,0.716054,0.006513,1.620311,0.140441,-0.194697,2.831192,0.237782,-0.307775,0.121611,0.713319,-0.299516,2.166421,0.223646,0.476095,1.649919,1.05198,-0.204154,0.899629,0.415963,0.231754,2.845402,0.963111,0.177299,2.192589,1.066602,0.257686,0.086241,0.76239,-0.214917,1.875789,0.35211
1.38,0.314318,0.946169,0.715991,0.009957,1.620645,0.1429,-0.193363,2.831129,0.236932,-0.307728,0.121588,0.713286,-0.297566,2.166248,0.223581,0.475769,1.649938,1.051223,-0.203222,0.899106,0.417303,0.231074,2.845482,0.96329,0.175986,2.19213,1.066468,0.257692,0.08589,0.762254,-0.215381,1.876401,0.35145
1.39,0.314292,0.946091,0.715917,0.013099,1.620615,0.145471,-0.191844,2.831566,0.236149,-0.30779,0.121647,0.713347,-0.295265,2.166238,0.222919,0.474997,1.649721,1.050329,-0.204709,0.8999,0.417076,0.229872,2.8453,0.964569,0.174604,2.191891,1.066265,0.257626,0.086025,0.762345,-0.215358,1.876452,0.351418
1.4,0.314266,0.946112,0.715804,0.01569,1.62072,0.147573,-0.190441,2.83172,0.235431,-0.307962,0.121446,0.713413,-0.293723,2.16641,0.221975,0.473771,1.649207,1.049446,-0.203469,0.899189,0.417453,0.229036,2.845457,0.964846,0.173004,2.191476,1.066058,0.257693,0.085852,0.762291,-0.215388,1.876529,0.351234
1.41,0.314398,0.94624,0.715542,0.018743,1.620759,0.149811,-0.188202,2.832025,0.233518,-0.307999,0.12144,0.713425,-0.292625,2.166511,0.221222,0.473156,1.649285,1.049387,-0.203545,0.89923,0.417503,0.227546,2.845266,0.965905,0.170936,2.190979,1.065485,0.257693,0.085815,0.762245,-0.214941,1.876019,0.35172
1.42,0.314341,0.94617,0.715558,0.021236,1.620902,0.151972,-0.187394,2.831959,0.233329,-0.308004,0.121443,0.713429,-0.290478,2.166836,0.21991,0.472311,1.649236,1.049342,-0.20354,0.89923,0.417602,0.226742,2.845415,0.966579,0.169619,2.191044,1.065428,0.257725,0.085881,0.76226,-0.215028,1.876153,0.351364
1.43,0.314369,0.946147,0.715484,0.023877,1.621211,0.153899,-0.186345,2.832108,0.23298,-0.308058,0.121441,0.713449,-0.289137,2.166883,0.219335,0.471448,1.649096,1.049599,-0.203461,0.899228,0.417566,0.22593,2.84556,0.967187,0.168231,2.19116,1.065269,0.257687,0.085962,0.762282,-0.214512,1.875863,0.351654
1.44,0.314658,0.946316,0.715268,0.026349,1.621311,0.155875,-0.185405,2.832039,0.23266,-0.308052,0.121485,0.713474,-0.286314,2.166802,0.217505,0.470624,1.6492,1.049931,-0.20335,0.899239,0.417494,0.225274,2.84571,0.967702,0.165932,2.190936,1.064064,0.257606,0.085862,0.762209,-0.214623,1.876021,0.351208
1.45,0.31463,0.946342,0.71523,0.028592,1.621396,0.157155,-0.184609,2.832498,0.233161,-0.307998,0.121466,0.71344,-0.285533,2.167027,0.217032,0.469786,1.649182,1.050573,-0.20313,0.899051,0.417689,0.224409,2.845885,0.968223,0.164582,2.191145,1.064062,0.257617,0.086114,0.762273,-0.214819,1.876272,0.350417
1.46,0.314508,0.946349,0.715272,0.030289,1.62143,0.158417,-0.18387,2.832447,0.232857,-0.307853,0.121644,0.71337,-0.284124,2.167201,0.215877,0.469014,1.649529,1.051681,-0.203121,0.899158,0.417457,0.223575,2.846038,0.968712,0.164697,2.192045,1.06554,0.257582,0.086095,0.762332,-0.213762,1.875653,0.351186
1.47,0.314367,0.946368,0.715247,0.032222,1.621677,0.159672,-0.182518,2.832871,0.232178,-0.307853,0.121621,0.713356,-0.282824,2.167483,0.214831,0.468276,1.649701,1.053004,-0.203176,0.899375,0.416906,0.22268,2.846214,0.969192,0.163114,2.191901,1.065579,0.257519,0.086195,0.762359,-0.213974,1.875933,0.350319
